URL,Type,Status Code,Replacement URL,Priority,Decision Confidence,GSC Indexing Blocker,Top Inlink Sources,Notes,Implementation Notes
https://tokentopnews.com/crypto-topics/page/5/,pagination,404,,High,High,,/crypto-topics/page/4/ (3),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/crypto-topics/page/6/,pagination,404,,High,High,,/crypto-topics/page/4/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/?amp=1,parameter,,https://tokentopnews.com/,Critical,High,Trang có lệnh chuyển hướng,,Replacement candidate: https://tokentopnews.com/ | Trang có lệnh chuyển hướng,301 query/variant URL to the clean canonical URL.
https://tokentopnews.com/?p=3250,parameter,,https://tokentopnews.com/,Critical,High,,,Replacement candidate: https://tokentopnews.com/,301 query/variant URL to the clean canonical URL.
https://tokentopnews.com/?p=3569,parameter,,https://tokentopnews.com/,Critical,High,,,Replacement candidate: https://tokentopnews.com/,301 query/variant URL to the clean canonical URL.
https://tokentopnews.com/?pa_service_worker=1,parameter,,https://tokentopnews.com/,Critical,High,Trang có lệnh chuyển hướng,,Replacement candidate: https://tokentopnews.com/ | Trang có lệnh chuyển hướng,301 query/variant URL to the clean canonical URL.
https://tokentopnews.com/1000x-meme-coin-pepe-jumps-9-8-official-trump-5-1-invest-in-apemars-now-claim-your-early-presale-bonus-with-easter100/,post,404,,Critical,High,,/bhutan-moves-319-7-btc-to-two-wallets/ (1) | /btc-shorts-win-0x2fc3-closes-losing-long-flips-short/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/12-year-old-explained-bitcoin-at-8-in-2011-now-its-above-70k/,post,404,,Critical,High,,/bhutan-moves-319-7-btc-to-two-wallets/ (1) | /btc-shorts-win-0x2fc3-closes-losing-long-flips-short/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/160m-crypto-shorts-liquidated-us-iran-ceasefire/,post,404,,Critical,High,,/bitcoin-defensive-exchange-reserve-comparison/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/160m-in-crypto-shorts-liquidated-after-us-iran-ceasefire/,post,404,,Critical,High,,/circle-stablecoin-payouts-circle-mint-singapore/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/5-top-cryptos-invest-meme-evolution-apemars-shiba-inu-bonk-floki/,post,404,,Critical,High,,/bank-of-korea-crypto-protection-mechanism/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/5-top-meme-coins-rise-apemars-next-crypto-hit-1/,post,404,,Critical,High,,/strategy-strc-proceeds-16800-btc-weekly-buying-power/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/5-top-meme-coins-rise-while-apemars-breaks-away-from-the-pack-as-the-next-crypto-to-hit-1/,post,404,,Critical,High,,/ai-stablecoin-adoption-expanding-crypto-use/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/500m-usdt-transferred-from-binance-to-tether-treasury/,post,404,,Critical,High,,/feds-barr-warns-private-money-needs-stablecoin-safeguards/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/aave-surges-aptos-v3-launch/N/A,post,404,,Critical,High,,/aave-surges-aptos-v3-launch/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/aguilatrades-bitcoin-long-position-market-impact/N/A,post,404,,Critical,High,,/aguilatrades-bitcoin-long-position-market-impact/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/ai-stablecoin-adoption-is-quietly-expanding-crypto-use/,post,404,,Critical,High,,/btc-bitcoin-pumping-above-73700-nearing-74000/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/altcoin-bitcoin-decoupling-market-volatility/url_placeholder,post,404,,Critical,High,,/altcoin-bitcoin-decoupling-market-volatility/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/altcoins-gain-during-metals-rally/N/A,post,404,,Critical,High,,/altcoins-gain-during-metals-rally/ (3),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/amber-ceo-michael-wu-on-ftx-collapse-biggest-setback-of-my-life/,post,404,,Critical,High,,/new-hampshire-business-finance-authority-100m-bitcoin-backed-issuance/ (1) | /bitcoin-46-percent-below-ath-cycle-bottom-history/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/amy-oldenburg-says-morgan-stanley-spot-bitcoin-etf-had-a-record-first-day/,post,404,,Critical,High,,/cz-1-billion-bet-okx-founder-divorce-claim/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/apemars-presale-best-crypto-to-buy-today/,post,404,,Critical,High,,/polymarket-protocol-upgrade-pusd-official-documentation/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/apemars-stage-16-converts-15k-into-419k-crypto-mission-surge-why-its-the-top-crypto-to-join-now-amid-dogwifhat-and-pudgy-penguins/,post,404,,Critical,High,,/genius-featured-on-binance-alpha/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/apr-7-bitcoin-etf-net-flows-jump-454-06m-as-ethereum-etf-update-looms/,post,404,,Critical,High,,/160-million-crypto-shorts-liquidated-us-iran-ceasefire/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/b-riley-whitefiber-stock-upside/No%20URL%20provided,post,404,,Critical,High,,/b-riley-whitefiber-stock-upside/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/bank-of-korea-calls-for-crypto-protection-mechanism/,post,404,,Critical,High,,/bitcoin-etf-flows-today-240m-daily-inflow-771m-weekly/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/based-now-live-binance-alpha-listing-details/,post,404,,Critical,High,,/trust-wallet-prediction-markets-myriad-polymarket/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/based-now-live-on-binance-alpha-listing-details-and-what-it-means/,post,404,,Critical,High,,/dubai-crypto-derivatives-rules-exchange-trading/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/believe-raises-creator-fees-solana/URL,post,404,,Critical,High,,/believe-raises-creator-fees-solana/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/benzinga-set-fuel-data-markets-ltc-xrp-price-predictions/,post,404,,Critical,High,,/bitcoin-defensive-exchange-reserve-comparison/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/benzinga-set-to-fuel-data-markets-but-ltc-and-xrp-price-predictions-swim-in-chaos-while-apemars-ranks-among-todays-best-altcoins-to-invest-in/,post,404,,Critical,High,,/jiang-zhuoer-shorted-eth-short-to-medium-term/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/best-crypto-buy-april-polymarket-stablecoin-chainlink-polygon-apemars-presale/,post,404,,Critical,High,,/solo-miner-mined-bitcoin-block-3-128-btc-222012-odds/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/best-crypto-to-buy-in-april-as-polymarket-expands-stablecoin-layer-chainlink-and-polygon-face-pressure-while-apemars-leads-presale/,post,404,,Critical,High,,/bhutan-transferred-23m-btc-holdings-down-70-percent/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/bhutan-moves-23m-in-bitcoin-as-reported-holdings-drop-70/,post,404,,Critical,High,,/crypto-etf-flows-today-bitcoin-etfs-1d-netflow-2242-btc/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/bhutan-moves-319-7-btc-worth-22-67m-to-two-wallets/,post,404,,Critical,High,,/binance-spot-delists-bifi-fio-fun-mdt-oxt-wan/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/binance-41st-proof-of-reserves-shows-about-619000-btc/,post,404,,Critical,High,,/morgan-stanley-spot-bitcoin-etf-may-begin-trading-this-week/ (1) | /apr-7-bitcoin-etf-net-flows-ethereum-etf-update/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/binance-adds-spot-pairs-april-6-2026/,post,404,,Critical,High,,/tokenomist-apt-baby-token-unlocks-next-7-days/ (1) | /mara-bitcoin-transfer-april-7-2026/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/binance-adds-spot-pairs-on-april-6-2026/,post,404,,Critical,High,,/circle-mints-3-25b-usdc-on-solana-in-7-days/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/binance-alpha-myx-airdrop-second-batch/N/A,post,404,,Critical,High,,/binance-alpha-myx-airdrop-second-batch/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/binance-spot-delists-bifi-fio-fun-mdt-oxt-wan-traders/,post,404,,Critical,High,,/solo-miner-mined-bitcoin-block-3-128-btc-222012-odds/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/binance-tradfi-perpetuals-cross-130b-in-volume-as-traders-seek-24-7-gold-and-silver-access/,post,404,,Critical,High,,/morgan-stanley-spot-bitcoin-etf-cheapest-fee/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/binance-wlfi-funding-rate-falls-volatility/URL,post,404,,Critical,High,,/binance-wlfi-funding-rate-falls-volatility/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/bitcoin-cash-drop-coindesk-20-index/N/A,post,404,,Critical,High,,/bitcoin-cash-drop-coindesk-20-index/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/bitcoin-declared-dead-472-times-1000-is-75m-today/,post,404,,Critical,High,,/bitcoin-short-squeeze-74k-resistance-negative-funding/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/bitcoin-dips-gold-bonds-rise/N/A,post,404,,Critical,High,,/bitcoin-dips-gold-bonds-rise/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/bitcoin-drops-below-65000-as-190-million-liquidated-in-15-minutes/,post,404,,Critical,High,,/based-binance-alpha-listing/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/bitcoin-etf-flows-today-1-day-net-outflow-reaches-170-47m/,post,404,,Critical,High,,/strategy-617-btc-strc-estimate-daily-supply/ (1) | /coinbase-occ-approval-national-trust-charter/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/bitcoin-etf-flows-today-1d-net-inflow-hits-4614-btc/,post,404,,Critical,High,,/michael-saylor-strategy-estimated-bitcoin-buy-after-market-open/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/bitcoin-etf-flows-today-240m-in-771m-in-7-days/,post,404,,Critical,High,,/full-validating-bitcoin-node-phone-floresta-utreexo-android/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/bitcoin-etf-flows-today-73m-inflow-423m-weekly-outflow/,post,404,,Critical,High,,/amber-ceo-michael-wu-ftx-collapse-biggest-setback-of-my-life/ (1) | /bitcoin-46-percent-below-ath-cycle-bottom-history/ (1) | /core-foundation-z-protocol-first-franchise-protocol/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/bitcoin-etf-inflows-rebound-market-volatility/,post,404,,Critical,High,,/chainlink-withdrawal-binance-whale-activity/ (4) | /sui-foundation-supports-cetus-hack-investigation/ (4) | /crypto-tvl-record-375-billion/ (4),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/bitcoin-etf-inflows-today-163-9m-daily-752-6m-weekly-as-institutional-demand-holds/,post,404,,Critical,High,,/bitcoin-magazine-were-so-early-bitcoin-message/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/bitcoin-etf-outflows-hit-2029-btc-in-one-day-as-weekly-net-flow-stays-negative-march-27-update/,post,404,,Critical,High,,/morgan-stanley-spot-bitcoin-etf-cheapest-fee/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/bitcoin-etfs-post-104m-daily-outflow-as-weekly-net-inflow-holds-at-294m/,post,404,,Critical,High,,/telegram-channel-folders-join-multiple-channels-one-click/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/bitcoin-ethereum-etf-demand-increases-may-2025/N/A,post,404,,Critical,High,,/bitcoin-ethereum-etf-demand-increases-may-2025/ (7),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/bitcoin-ethereum-surge-institutional-interest/trump-eu-tariff-trade-dispute,post,404,,Critical,High,,/bitcoin-ethereum-surge-institutional-interest/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/bitcoin-eyes-short-squeeze-btc-tests-74k-resistance/,post,404,,Critical,High,,/trader-0x3386-25x-eth-short-6700-eth-14-71m/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/bitcoin-faucet-2010-5-btc-giveaway-now-worth-334k/,post,404,,Critical,High,,/charles-schwab-plans-spot-bitcoin-trading/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/bitcoin-futures-open-interest-decline/Bitcoin%20Futures%20Open%20Interest%20Drops%20to%20$72.03%20Billion,post,404,,Critical,High,,/bitcoin-futures-open-interest-decline/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/bitcoin-gold-price-geopolitical-tension-2026/gold-price-high-geopolitical-tension-2026,post,404,,Critical,High,,/bitcoin-gold-price-geopolitical-tension-2026/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/bitcoin-is-46-below-its-ath-does-history-point-to-a-cycle-bottom/,post,404,,Critical,High,,/new-hampshire-business-finance-authority-100m-bitcoin-backed-issuance/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/bitcoin-liquidation-risk-below-105k/N/A,post,404,,Critical,High,,/bitcoin-liquidation-risk-below-105k/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/bitcoin-logs-first-green-month-after-five-months-of-losses/,post,404,,Critical,High,,/btc-glassnode-bitcoin-recovery-supply-in-loss/ (1) | /drift-protocol-exploiter-sol-hyperliquid-buy-eth/ (1) | /march-bitcoin-technology-update-mempool-progress-bip-360/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/bitcoin-price-drop-derivatives-impact/bitcoin-price-drop-derivatives-impact,post,301,https://tokentopnews.com/bitcoin-price-drop-derivatives-impact/,High,High,,/bitcoin-price-drop-derivatives-impact/ (1),Replacement candidate: https://tokentopnews.com/bitcoin-price-drop-derivatives-impact/,Redirect to https://tokentopnews.com/bitcoin-price-drop-derivatives-impact/.
https://tokentopnews.com/bitcoin-price-drops-as-iran-us-diplomatic-tensions-escalate/,post,404,,Critical,High,,/circle-stablecoin-payouts-circle-mint-singapore/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/bitcoin-price-drops-iran-us-diplomatic-tensions-escalate/,post,404,,Critical,High,,/160-million-crypto-shorts-liquidated-us-iran-ceasefire/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/bitcoin-pumps-above-73700-nearing-74000/,post,404,,Critical,High,,/iran-crypto-payments-shipping-sanctions-chainalysis/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/bitcoin-reclaims-69-4k-traders-realized-price-after-ceasefire-shift/,post,404,,Critical,High,,/morgan-stanley-amy-oldenburg-spot-bitcoin-etf-best-first-day-trading/ (1) | /crypto-etf-flows-today-bitcoin-etfs-1d-netflow-2242-btc/ (1) | /cz-1-billion-bet-okx-founder-divorce-claim/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/bitcoin-social-sentiment-hits-april-fear-levels/,post,404,,Critical,High,,/metaplanet-100000-btc-555-million-plan-2026/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/bitcoin-spot-etfs-see-471m-net-inflow-on-april-6-sosovalue-says/,post,404,,Critical,High,,/solana-foundation-security-audit-system-protocols/ (1) | /binance-41st-proof-of-reserves-report-april-1-btc-holdings/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/bitcoin-urpd-850000-btc-bought-60k-70k/,post,404,,Critical,High,,/strategy-strc-proceeds-16800-btc-weekly-buying-power/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/bitcoin-urpd-shows-850000-btc-bought-between-60k-and-70k/,post,404,,Critical,High,,/ai-stablecoin-adoption-expanding-crypto-use/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/bitcoin-whale-40k-eth-long/N/A,post,404,,Critical,High,,/bitcoin-whale-40k-eth-long/ (2),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/bitcoin-whale-buying-streak-2656-btc/,post,404,,Critical,High,,/march-2026-crypto-hacks-52m-20-incidents/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/bitcoin-whales-trim-holdings-market-reaction/N/A,post,404,,Critical,High,,/bitcoin-whales-trim-holdings-market-reaction/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/bithumb-trading-warnings-felaz-synthetix/N/A,post,404,,Critical,High,,/bithumb-trading-warnings-felaz-synthetix/ (2),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/bitunix-affiliate-program-targets-crypto-creators-and-influencers/,post,404,,Critical,High,,/flr-flare-validator-mev-protocol-revenue/ (1) | /ethereum-staking-ratio-record-high-85b-secures-network/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/blockchain-futurist-conference-returns-toronto-ninth-year/,post,404,,Critical,High,,/trust-wallet-prediction-markets-myriad-polymarket/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/blockchain/,post,301,https://tokentopnews.com/blockchain-as-an-international-payment-system/,High,High,,/ripple-introduces-the-first-ever-live-on-demand-liquidity-corridor-between-japan-the-philippines/ (3) | /bnb-hack-attacker-creates-two-million-coins/ (2) | /vechain-launches-vip193-on-public-testnet-moves-closer-to-implementing-vechain-poa-2-0/ (2),Replacement candidate: https://tokentopnews.com/blockchain-as-an-international-payment-system/,Redirect to https://tokentopnews.com/blockchain-as-an-international-payment-system/.
https://tokentopnews.com/bnb-dips-support-crypto-market-weakness/url,post,404,,Critical,High,,/bnb-dips-support-crypto-market-weakness/ (4),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/btc-etfs-saw-22-6m-net-weekly-inflow-in-just-4-trading-days/,post,404,,Critical,High,,/michael-saylor-says-bitcoins-four-year-cycle-is-dead/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/btc-glassnode-signals-recovery-as-3-4m-btc-sit-in-loss/,post,404,,Critical,High,,/drift-protocol-exploiter-swaps-stolen-assets-into-129066-eth/ (1) | /crypto-etf-flows-today-bitcoin-etfs-1752-btc-inflow-7d-outflow/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/btc-shorts-win-as-0x2fc3-closes-losing-long-and-flips-short/,post,404,,Critical,High,,/binance-spot-delists-bifi-fio-fun-mdt-oxt-wan/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/btc-stress-cycle-nears-end-but-reversal-not-confirmed/,post,404,,Critical,High,,/bhutan-transferred-23m-btc-holdings-down-70-percent/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/btc-stress-cycle-nears-end-reversal-not-confirmed/,post,404,,Critical,High,,/solo-miner-mined-bitcoin-block-3-128-btc-222012-odds/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/btc-to-100k-why-bitcoin-could-drop-to-55k-first/,post,404,,Critical,High,,/bitcoin-first-green-month-after-five-monthly-losses/ (1) | /drift-protocol-exploiter-sol-hyperliquid-buy-eth/ (1) | /march-bitcoin-technology-update-mempool-progress-bip-360/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/bullish-nyse-listing-83-percent-surge/N/A,post,404,,Critical,High,,/bullish-nyse-listing-83-percent-surge/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/bybit-launches-44-new-stock-cfds-including-blackrock-bitcoin-etf-ibit/,post,404,,Critical,High,,/ethereum-climbs-2391-eth-strengthens-against-bitcoin/ (1) | /crypto-creators-influencers-non-kyc-exchange-partnership/ (1) | /upbit-canton-cc-listing-krw-btc-usdt/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/cambodia-cybercrime-law-targets-scam-compounds/,post,404,,Critical,High,,/bitcoin-faucet-2010-5-btc-giveaway-worth-334k/ (1) | /zachxbt-circle-420m-compliance-failures-since-2022/ (1) | /charles-schwab-crypto-vertical-bitcoin-buying-soon/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/cdn-cgi/l/email-protection,post,404,,Critical,High,,/feedback-corrections/ (2) | /blockchain-experts-reveal-the-top-10-cryptocurrencies-to-invest-in-2025-earning-8800-a-day/ (1) | /diversity-policy/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/cftc-allows-bitcoin-as-margin-collateral-for-futures-commission-merchants/,post,404,,Critical,High,,/telegram-channel-folders-join-multiple-channels-one-click/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/cftc-and-doj-sue-illinois-governor-in-crypto-regulation-dispute/,post,404,,Critical,High,,/strategy-617-btc-strc-estimate-daily-supply/ (1) | /bitcoin-etf-flows-today-1d-net-outflow-2554-btc/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/chainalysis-says-stablecoin-economic-volume-could-reach-719t-by-2035/,post,404,,Critical,High,,/genius-featured-on-binance-alpha/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/charles-schwab-bitcoin-spot-trading-plan/,post,404,,Critical,High,,/fear-greed-index-for-btc/ (1) | /bitcoin-social-sentiment-april-fear-levels/ (1) | /eric-voorhees-eth-wallet-whale-institutional-transactions/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/charles-schwab-crypto-vertical-buy-bitcoin/,post,404,,Critical,High,,/bitcoin-faucet-2010-5-btc-giveaway-worth-334k/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/charles-schwab-crypto-vertical-will-let-users-buy-bitcoin-soon/,post,404,,Critical,High,,/charles-schwab-plans-spot-bitcoin-trading/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/circle-launches-stablecoin-payouts-circle-mint-singapore-partners/,post,404,,Critical,High,,/bitcoin-defensive-exchange-reserve-comparison/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/circle-launches-stablecoin-payouts-for-circle-mint-singapore-partners/,post,404,,Critical,High,,/jiang-zhuoer-shorted-eth-short-to-medium-term/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
